tender_id,po_id,award_date,vendor_id,employee_id,department,category,award_method,amount,n_bidders,approval_limit,invoice_id,invoice_date,payment_date
T02766,PO02766,2025-09-25,V0015,E0033,Facilities,Software Licenses,open_tender,57000.0,7,500000,INV02766,2025-10-30,2025-11-18
T02767,PO02767,2025-03-20,V0000,E0055,Marketing,Spare Parts,limited_tender,12000.0,3,500000,INV02767,2025-04-28,2025-06-21
T02768,PO02768,2024-06-11,V0230,E0046,R&D,Hardware,open_tender,18998.36,4,25000,INV02768,2024-07-24,2024-08-12
T02769,PO02769,2025-06-09,V0169,E0011,R&D,Security Services,open_tender,10286.15,7,500000,INV02769,2025-06-25,2025-07-07
T02770,PO02770,2023-07-14,V0120,E0019,IT,Security Services,open_tender,8506.78,7,500000,INV02770,2023-08-24,2023-10-20
T02771,PO02771,2026-02-28,V0183,E0037,IT,Office Supplies,open_tender,682.37,4,500000,INV02771,2026-04-07,2026-05-28
T02772,PO02772,2023-11-27,V0298,E0002,Maintenance,Software Licenses,open_tender,11090.74,3,100000,INV02772,2024-01-07,2024-02-08
T02773,PO02773,2025-10-11,V0203,E0028,Marketing,Office Supplies,open_tender,3000.0,4,25000,INV02773,2025-11-21,2025-12-31
T02774,PO02774,2025-07-19,V0008,E0055,Marketing,Office Supplies,single_source,8994.69,1,500000,INV02774,2025-08-01,2025-09-24
T02775,PO02775,2024-09-16,V0109,E0037,IT,Spare Parts,open_tender,39513.21,3,500000,INV02775,2024-10-10,2024-11-10
T02776,PO02776,2025-09-08,V0019,E0047,Logistics,Spare Parts,open_tender,14349.4,7,25000,INV02776,2025-10-08,2025-10-25
T02777,PO02777,2024-11-10,V0203,E0045,IT,Office Supplies,single_source,2580.09,1,25000,INV02777,2024-11-28,2024-12-24
T02778,PO02778,2024-07-11,V0276,E0015,Marketing,Consulting Services,limited_tender,30377.89,3,100000,INV02778,2024-08-22,2024-10-11
T02779,PO02779,2025-03-05,V0095,E0024,Production,Consulting Services,single_source,61505.34,1,25000,INV02779,2025-03-30,2025-05-16
T02780,PO02780,2025-01-09,V0065,E0012,Marketing,Spare Parts,open_tender,7081.41,5,100000,INV02780,2025-02-16,2025-04-12
T02781,PO02781,2023-08-23,V0083,E0002,Maintenance,Office Supplies,open_tender,1329.08,4,100000,INV02781,2023-08-31,2023-10-28
T02782,PO02782,2024-11-10,V0132,E0024,Production,Security Services,open_tender,10831.5,6,25000,INV02782,2024-11-17,2024-12-31
T02783,PO02783,2026-03-22,V0089,E0004,Facilities,Spare Parts,limited_tender,9981.31,3,25000,INV02783,2026-03-30,2026-05-02
T02784,PO02784,2023-08-03,V0212,E0035,Facilities,Raw Materials,open_tender,101315.25,6,500000,INV02784,2023-09-15,2023-10-11
T02785,PO02785,2025-11-02,V0085,E0004,Facilities,Raw Materials,open_tender,30554.84,4,25000,INV02785,2025-12-13,2026-01-29
T02786,PO02786,2024-07-17,V0262,E0046,R&D,Hardware,limited_tender,59434.53,3,25000,INV02786,2024-08-17,2024-09-09
T02787,PO02787,2023-10-13,V0086,E0041,Admin,Cleaning Services,open_tender,10850.23,4,100000,INV02787,2023-11-20,2023-12-22
T02788,PO02788,2023-09-09,V0049,E0039,Maintenance,Spare Parts,single_source,10532.53,1,100000,INV02788,2023-10-09,2023-11-21
T02789,PO02789,2025-06-15,V0186,E0045,IT,Spare Parts,open_tender,2466.3,4,25000,INV02789,2025-07-06,2025-08-21
T02790,PO02790,2024-02-17,V0132,E0024,Production,Security Services,single_source,18966.67,1,25000,INV02790,2024-03-27,2024-05-17
T02791,PO02791,2025-09-16,V0129,E0022,Admin,Software Licenses,open_tender,74000.0,6,100000,INV02791,2025-10-20,2025-12-16
T02792,PO02792,2025-09-10,V0129,E0002,Maintenance,Software Licenses,limited_tender,5917.2,3,100000,INV02792,2025-09-28,2025-11-21
T02793,PO02793,2023-10-03,V0219,E0043,Admin,Hardware,limited_tender,10794.15,2,25000,INV02793,2023-11-12,2024-01-04
T02794,PO02794,2023-07-12,V0229,E0005,Maintenance,Security Services,open_tender,6013.19,5,25000,INV02794,2023-08-01,2023-08-26
T02795,PO02795,2024-01-24,V0287,E0014,IT,Spare Parts,open_tender,32479.09,7,25000,INV02795,2024-01-29,2024-02-29
T02796,PO02796,2024-06-14,V0244,E0059,Facilities,Raw Materials,single_source,148780.0,1,25000,INV02796,2024-07-15,2024-09-07
T02797,PO02797,2025-05-27,V0294,E0016,Maintenance,Construction,open_tender,153095.47,4,25000,INV02797,2025-06-02,2025-06-21
T02798,PO02798,2023-07-30,V0179,E0008,Marketing,Raw Materials,open_tender,15339.04,3,25000,INV02798,2023-09-07,2023-09-18
T02799,PO02799,2024-12-08,V0164,E0024,Production,Office Supplies,single_source,9039.38,1,25000,INV02799,2025-01-08,2025-02-14
T02800,PO02800,2024-02-06,V0267,E0057,Production,Security Services,limited_tender,18337.89,2,100000,INV02800,2024-02-13,2024-03-07
T02801,PO02801,2024-12-10,V0093,E0015,Marketing,Spare Parts,single_source,17849.22,1,100000,INV02801,2024-12-17,2025-01-18
T02802,PO02802,2025-02-16,V0126,E0056,Marketing,Office Supplies,limited_tender,4538.85,2,100000,INV02802,2025-03-04,2025-04-01
T02803,PO02803,2024-01-25,V0080,E0024,Production,Construction,open_tender,177567.96,6,25000,INV02803,2024-02-25,2024-03-10
T02804,PO02804,2024-02-22,V0011,E0053,Admin,Construction,open_tender,23000.0,6,500000,INV02804,2024-03-21,2024-04-01
T02805,PO02805,2024-02-28,V0060,E0049,R&D,Transport,open_tender,25018.71,3,500000,INV02805,2024-04-05,2024-05-08
T02806,PO02806,2026-02-27,V0173,E0022,Admin,Transport,open_tender,10560.46,3,100000,INV02806,2026-04-08,2026-05-27
T02807,PO02807,2024-04-18,V0220,E0009,Facilities,Consulting Services,open_tender,7305.2,6,500000,INV02807,2024-04-23,2024-05-11
T02808,PO02808,2026-05-16,V0186,E0043,Admin,Spare Parts,single_source,6136.96,1,25000,INV02808,2026-06-25,2026-07-20
T02809,PO02809,2025-12-02,V0219,E0007,IT,Hardware,limited_tender,9063.85,2,100000,INV02809,2025-12-16,2026-02-05
T02810,PO02810,2026-03-06,V0251,E0014,IT,Software Licenses,open_tender,12223.52,5,25000,INV02810,2026-04-01,2026-04-26
T02811,PO02811,2025-04-17,V0245,E0036,Marketing,Cleaning Services,limited_tender,7000.0,3,25000,INV02811,2025-05-23,2025-06-30
T02812,PO02812,2025-09-20,V0030,E0037,IT,Office Supplies,open_tender,11663.05,4,500000,INV02812,2025-09-27,2025-10-29
T02813,PO02813,2024-01-19,V0008,E0010,Admin,Office Supplies,limited_tender,3012.03,3,100000,INV02813,2024-01-30,2024-03-12
T02814,PO02814,2024-12-13,V0265,E0034,Marketing,Security Services,limited_tender,12377.36,2,500000,INV02814,2025-01-07,2025-01-22
T02815,PO02815,2026-02-09,V0080,E0044,R&D,Construction,open_tender,106307.69,4,100000,INV02815,2026-02-25,2026-04-10
T02816,PO02816,2024-06-13,V0116,E0045,IT,Construction,limited_tender,80791.0,3,25000,INV02816,2024-07-14,2024-08-08
T02817,PO02817,2026-03-25,V0012,E0027,Maintenance,Security Services,single_source,11012.54,1,100000,INV02817,2026-04-03,2026-04-18
T02818,PO02818,2025-06-24,V0281,E0033,Facilities,Consulting Services,open_tender,20970.46,5,500000,INV02818,2025-07-06,2025-07-25
T02820,PO02820,2023-10-15,V0224,E0028,Marketing,Office Supplies,limited_tender,1187.85,3,25000,INV02820,2023-11-24,2023-12-06
T02821,PO02821,2023-10-14,V0230,E0028,Marketing,Hardware,limited_tender,52411.37,2,25000,INV02821,2023-11-26,2023-12-28
T02822,PO02822,2023-07-10,V0281,E0057,Production,Consulting Services,limited_tender,405827.57,3,100000,INV02822,2023-07-24,2023-09-02
T02823,PO02823,2025-12-20,V0022,E0049,R&D,Raw Materials,limited_tender,99987.44,3,500000,INV02823,2026-01-26,2026-03-18
T02824,PO02824,2023-07-16,V0210,E0030,Logistics,Raw Materials,limited_tender,10311.27,3,100000,INV02824,2023-08-04,2023-09-10
T02825,PO02825,2025-04-09,V0233,E0037,IT,Software Licenses,open_tender,69145.91,5,500000,INV02825,2025-04-26,2025-06-18
T02826,PO02826,2024-10-23,V0074,E0037,IT,Consulting Services,limited_tender,5514.58,3,500000,INV02826,2024-11-21,2024-12-12
T02827,PO02827,2025-09-06,V0107,E0017,IT,Office Supplies,open_tender,3685.87,4,25000,INV02827,2025-10-16,2025-11-21
T02828,PO02828,2026-03-14,V0272,E0057,Production,Construction,open_tender,700609.89,3,100000,INV02828,2026-03-29,2026-04-26
T02829,PO02829,2024-12-31,V0106,E0055,Marketing,Security Services,open_tender,12000.0,6,500000,INV02829,2025-01-05,2025-01-28
T02830,PO02830,2024-01-24,V0000,E0046,R&D,Spare Parts,open_tender,19293.07,5,25000,INV02830,2024-03-01,2024-04-15
T02831,PO02831,2025-09-18,V0268,E0022,Admin,Consulting Services,open_tender,35649.96,3,100000,INV02831,2025-10-29,2025-11-12
T02832,PO02832,2025-07-24,V0026,E0012,Marketing,Spare Parts,open_tender,31019.13,6,100000,INV02832,2025-08-01,2025-08-28
T02833,PO02833,2023-09-01,V0020,E0043,Admin,Cleaning Services,open_tender,15087.01,4,25000,INV02833,2023-09-28,2023-11-09
T02834,PO02834,2024-07-15,V0026,E0036,Marketing,Spare Parts,open_tender,60129.32,3,25000,INV02834,2024-08-01,2024-09-17
T02835,PO02835,2025-06-04,V0073,E0053,Admin,Software Licenses,limited_tender,20000.0,2,500000,INV02835,2025-06-13,2025-08-05
T02836,PO02836,2024-06-21,V0185,E0027,Maintenance,Transport,limited_tender,18932.04,3,100000,INV02836,2024-08-02,2024-09-05
T02837,PO02837,2024-08-23,V0050,E0056,Marketing,Construction,open_tender,49464.73,4,100000,INV02837,2024-09-21,2024-11-11
T02838,PO02838,2026-05-16,V0025,E0023,Logistics,Construction,limited_tender,373845.19,3,25000,INV02838,2026-06-15,2026-07-16
T02839,PO02839,2023-11-16,V0186,E0010,Admin,Spare Parts,single_source,7044.93,1,100000,INV02839,2023-11-28,2024-01-09
T02840,PO02840,2026-06-21,V0256,E0010,Admin,Spare Parts,open_tender,16389.43,6,100000,INV02840,2026-07-21,2026-08-20
T02841,PO02841,2023-10-08,V0148,E0044,R&D,Transport,limited_tender,30331.53,3,100000,INV02841,2023-11-04,2023-12-25
T02842,PO02842,2024-06-03,V0116,E0011,R&D,Construction,open_tender,70432.13,6,500000,INV02842,2024-06-25,2024-07-18
T02843,PO02843,2024-09-25,V0235,E0037,IT,Security Services,limited_tender,4319.16,3,500000,INV02843,2024-11-07,2024-12-30
T02844,PO02844,2025-02-21,V0221,E0050,Facilities,Construction,open_tender,75733.04,4,25000,INV02844,2025-04-03,2025-04-30
T02845,PO02845,2026-03-25,V0293,E0017,IT,Cleaning Services,open_tender,6489.33,7,25000,INV02845,2026-04-23,2026-05-15
T02846,PO02846,2026-02-15,V0035,E0012,Marketing,Raw Materials,open_tender,33537.26,4,100000,INV02846,2026-03-23,2026-05-04
T02847,PO02847,2026-02-26,V0295,E0004,Facilities,Security Services,limited_tender,9117.1,3,25000,INV02847,2026-03-20,2026-05-09
T02848,PO02848,2026-01-23,V0040,E0012,Marketing,Transport,open_tender,11000.0,6,100000,INV02848,2026-02-21,2026-03-23
T02849,PO02849,2023-09-11,V0132,E0008,Marketing,Security Services,single_source,15000.0,1,25000,INV02849,2023-10-16,2023-11-01
T02850,PO02850,2025-07-28,V0227,E0022,Admin,Raw Materials,open_tender,88510.75,7,100000,INV02850,2025-08-13,2025-08-28
T02851,PO02851,2025-10-19,V0233,E0014,IT,Software Licenses,open_tender,7000.0,6,25000,INV02851,2025-11-09,2025-11-24
T02852,PO02852,2026-01-05,V0080,E0033,Facilities,Construction,open_tender,312030.96,7,500000,INV02852,2026-01-17,2026-01-29
T02853,PO02853,2023-09-24,V0059,E0007,IT,Security Services,open_tender,12301.35,4,100000,INV02853,2023-10-21,2023-11-25
T02854,PO02854,2026-03-08,V0077,E0054,Logistics,Consulting Services,limited_tender,21504.7,2,25000,INV02854,2026-03-13,2026-03-26
T02855,PO02855,2025-09-27,V0020,E0019,IT,Cleaning Services,limited_tender,21920.55,3,500000,INV02855,2025-10-22,2025-12-20
T02856,PO02856,2024-02-28,V0138,E0015,Marketing,Office Supplies,open_tender,7557.7,5,100000,INV02856,2024-03-27,2024-04-21
T02857,PO02857,2023-10-06,V0007,E0006,IT,Spare Parts,limited_tender,8305.52,2,500000,INV02857,2023-10-12,2023-11-12
T02858,PO02858,2026-01-03,V0036,E0035,Facilities,Security Services,open_tender,4054.77,7,500000,INV02858,2026-02-11,2026-03-17
T02859,PO02859,2024-04-20,V0173,E0010,Admin,Transport,open_tender,10765.72,3,100000,INV02859,2024-05-10,2024-06-02
T02860,PO02860,2023-09-20,V0181,E0014,IT,Cleaning Services,single_source,17853.64,1,25000,INV02860,2023-11-01,2023-11-11
T02861,PO02861,2025-08-15,V0215,E0044,R&D,Security Services,limited_tender,13094.81,2,100000,INV02861,2025-09-18,2025-11-11
T02862,PO02862,2023-12-11,V0127,E0039,Maintenance,Software Licenses,open_tender,12581.04,5,100000,INV02862,2024-01-12,2024-01-28
T02863,PO02863,2024-02-26,V0012,E0023,Logistics,Security Services,limited_tender,5594.66,2,25000,INV02863,2024-03-20,2024-04-04
T02864,PO02864,2024-06-11,V0082,E0013,Logistics,Construction,open_tender,143701.61,3,100000,INV02864,2024-06-18,2024-07-04
T02865,PO02865,2024-10-13,V0047,E0042,IT,Spare Parts,open_tender,31000.0,4,500000,INV02865,2024-10-28,2024-11-19
T02866,PO02866,2024-11-17,V0142,E0051,Maintenance,Hardware,open_tender,39479.95,5,25000,INV02866,2024-12-17,2024-12-29
T02867,PO02867,2024-09-29,V0027,E0012,Marketing,Security Services,single_source,25937.1,1,100000,INV02867,2024-10-10,2024-10-25
T02868,PO02868,2025-05-16,V0298,E0055,Marketing,Software Licenses,open_tender,33027.85,7,500000,INV02868,2025-05-26,2025-07-11
T02869,PO02869,2026-04-09,V0104,E0055,Marketing,Cleaning Services,open_tender,2799.55,5,500000,INV02869,2026-05-02,2026-06-04
T02870,PO02870,2025-12-27,V0194,E0003,Marketing,Construction,limited_tender,43413.44,2,25000,INV02870,2026-01-09,2026-01-24
T02871,PO02871,2023-10-29,V0212,E0036,Marketing,Raw Materials,open_tender,32714.55,5,25000,INV02871,2023-11-19,2023-12-07
T02872,PO02872,2024-09-16,V0132,E0019,IT,Security Services,open_tender,7272.56,7,500000,INV02872,2024-10-14,2024-12-03
T02873,PO02873,2024-02-20,V0043,E0025,Logistics,Software Licenses,single_source,24133.38,1,25000,INV02873,2024-03-11,2024-04-27
T02874,PO02874,2025-09-05,V0148,E0023,Logistics,Transport,open_tender,16888.88,7,25000,INV02874,2025-09-30,2025-11-12
T02875,PO02875,2025-06-08,V0242,E0025,Logistics,Raw Materials,open_tender,275472.64,7,25000,INV02875,2025-06-22,2025-07-15
T02876,PO02876,2024-07-17,V0032,E0016,Maintenance,Software Licenses,open_tender,16280.06,7,25000,INV02876,2024-08-15,2024-10-05
T02877,PO02877,2023-12-15,V0066,E0037,IT,Security Services,open_tender,4024.9,4,500000,INV02877,2024-01-05,2024-01-16
T02878,PO02878,2024-11-20,V0177,E0001,R&D,Raw Materials,open_tender,4000.0,7,500000,INV02878,2024-12-26,2025-02-06
T02879,PO02879,2026-01-15,V0117,E0040,IT,Spare Parts,open_tender,29493.74,5,25000,INV02879,2026-02-12,2026-04-10
T02880,PO02880,2025-06-05,V0121,E0036,Marketing,Raw Materials,limited_tender,12039.45,2,25000,INV02880,2025-07-04,2025-08-25
T02881,PO02881,2026-02-19,V0231,E0003,Marketing,Office Supplies,single_source,2836.59,1,25000,INV02881,2026-02-27,2026-03-27
T02882,PO02882,2026-02-21,V0031,E0001,R&D,Spare Parts,open_tender,5971.53,3,500000,INV02882,2026-04-06,2026-05-14
T02883,PO02883,2025-08-26,V0114,E0039,Maintenance,Software Licenses,open_tender,9262.27,7,100000,INV02883,2025-09-25,2025-10-22
T02884,PO02884,2024-09-12,V0182,E0016,Maintenance,Security Services,open_tender,10000.0,7,25000,INV02884,2024-09-22,2024-10-22
T02885,PO02885,2024-08-23,V0135,E0048,Maintenance,Raw Materials,limited_tender,90289.38,3,100000,INV02885,2024-09-04,2024-10-18
T02886,PO02886,2025-02-06,V0097,E0010,Admin,Transport,open_tender,24000.0,7,100000,INV02886,2025-03-14,2025-04-22
T02887,PO02887,2025-11-07,V0184,E0034,Marketing,Construction,open_tender,62908.13,5,500000,INV02887,2025-11-15,2025-12-08
T02888,PO02888,2025-08-03,V0094,E0013,Logistics,Hardware,single_source,27437.45,1,100000,INV02888,2025-08-18,2025-08-31
T02889,PO02889,2025-07-11,V0213,E0003,Marketing,Spare Parts,limited_tender,9142.79,2,25000,INV02889,2025-08-17,2025-10-01
T02890,PO02890,2024-02-08,V0266,E0039,Maintenance,Hardware,open_tender,12354.04,7,100000,INV02890,2024-02-20,2024-03-23
T02891,PO02891,2025-10-27,V0155,E0001,R&D,Spare Parts,single_source,21769.97,1,500000,INV02891,2025-11-14,2026-01-11
T02892,PO02892,2023-09-14,V0276,E0024,Production,Consulting Services,open_tender,15882.23,5,25000,INV02892,2023-09-22,2023-11-07
T02893,PO02893,2023-08-21,V0024,E0004,Facilities,Raw Materials,open_tender,32107.27,7,25000,INV02893,2023-10-04,2023-10-25
T02894,PO02894,2024-01-04,V0229,E0005,Maintenance,Security Services,limited_tender,7535.35,3,25000,INV02894,2024-01-22,2024-03-14
T02895,PO02895,2024-07-30,V0043,E0017,IT,Software Licenses,open_tender,20795.28,6,25000,INV02895,2024-08-13,2024-09-10
T02896,PO02896,2026-01-17,V0230,E0054,Logistics,Hardware,open_tender,38989.27,3,25000,INV02896,2026-02-04,2026-03-18
T02897,PO02897,2024-06-21,V0077,E0046,R&D,Consulting Services,single_source,5934.72,1,25000,INV02897,2024-07-29,2024-08-13
T02898,PO02898,2025-05-15,V0115,E0006,IT,Hardware,open_tender,17532.05,3,500000,INV02898,2025-05-22,2025-07-19
T02899,PO02899,2024-07-07,V0247,E0003,Marketing,Consulting Services,open_tender,71231.35,5,25000,INV02899,2024-08-11,2024-09-30
T02900,PO02900,2024-03-24,V0167,E0014,IT,Hardware,open_tender,64579.47,4,25000,INV02900,2024-05-06,2024-06-25
T02901,PO02901,2024-01-20,V0080,E0026,Maintenance,Construction,open_tender,100418.58,6,500000,INV02901,2024-01-25,2024-02-19
T02902,PO02902,2023-09-17,V0245,E0029,Production,Cleaning Services,open_tender,4909.15,6,25000,INV02902,2023-09-25,2023-10-24
T02903,PO02903,2025-08-18,V0281,E0002,Maintenance,Consulting Services,open_tender,31821.4,4,100000,INV02903,2025-09-21,2025-10-13
T02904,PO02904,2024-08-16,V0240,E0048,Maintenance,Hardware,limited_tender,2996.09,2,100000,INV02904,2024-09-18,2024-10-31
T02905,PO02905,2024-12-28,V0272,E0038,Production,Construction,limited_tender,146000.0,3,100000,INV02905,2025-01-30,2025-03-05
T02906,PO02906,2024-10-22,V0210,E0031,Admin,Raw Materials,single_source,45633.04,1,500000,INV02906,2024-12-02,2024-12-21
T02907,PO02907,2025-11-30,V0178,E0034,Marketing,Software Licenses,limited_tender,39953.47,2,500000,INV02907,2025-12-27,2026-01-20
T02908,PO02908,2024-07-06,V0121,E0009,Facilities,Raw Materials,open_tender,290005.49,3,500000,INV02908,2024-07-27,2024-08-24
T02909,PO02909,2023-12-16,V0211,E0031,Admin,Construction,open_tender,135929.46,7,500000,INV02909,2024-01-04,2024-02-15
T02910,PO02910,2025-12-31,V0076,E0014,IT,Transport,limited_tender,7000.0,3,25000,INV02910,2026-02-11,2026-03-24
T02911,PO02911,2025-10-24,V0241,E0015,Marketing,Software Licenses,single_source,50874.61,1,100000,INV02911,2025-11-10,2025-12-18
T02912,PO02912,2023-11-20,V0187,E0048,Maintenance,Transport,limited_tender,9000.0,2,100000,INV02912,2024-01-02,2024-02-08
T02913,PO02913,2024-04-03,V0039,E0006,IT,Security Services,limited_tender,22526.86,2,500000,INV02913,2024-04-21,2024-05-14
T02914,PO02914,2024-09-18,V0177,E0031,Admin,Raw Materials,limited_tender,65954.06,3,500000,INV02914,2024-09-25,2024-10-27
T02915,PO02915,2023-10-13,V0229,E0025,Logistics,Security Services,open_tender,6955.63,7,25000,INV02915,2023-11-15,2023-12-11
T02916,PO02916,2024-10-02,V0208,E0049,R&D,Raw Materials,open_tender,569863.8,7,500000,INV02916,2024-10-11,2024-10-24
T02917,PO02917,2024-01-17,V0065,E0057,Production,Spare Parts,open_tender,8073.1,7,100000,INV02917,2024-02-29,2024-04-13
T02918,PO02918,2024-12-17,V0243,E0042,IT,Spare Parts,limited_tender,4781.72,2,500000,INV02918,2024-12-30,2025-01-19
T02919,PO02919,2025-05-07,V0048,E0020,IT,Hardware,open_tender,78009.81,7,500000,INV02919,2025-05-13,2025-07-04
T02920,PO02920,2024-08-05,V0290,E0049,R&D,Consulting Services,limited_tender,58523.84,2,500000,INV02920,2024-08-19,2024-10-12
T02921,PO02921,2026-02-25,V0111,E0041,Admin,Hardware,open_tender,30504.12,7,100000,INV02921,2026-03-09,2026-05-04
T02922,PO02922,2024-04-25,V0082,E0009,Facilities,Construction,open_tender,344848.56,6,500000,INV02922,2024-05-18,2024-07-09
T02923,PO02923,2025-05-15,V0214,E0008,Marketing,Office Supplies,open_tender,3887.73,7,25000,INV02923,2025-06-18,2025-07-06
T02924,PO02924,2023-08-09,V0162,E0037,IT,Construction,open_tender,3825.55,4,500000,INV02924,2023-08-28,2023-10-22
T02925,PO02925,2025-01-08,V0138,E0058,Admin,Office Supplies,open_tender,4669.39,5,25000,INV02925,2025-02-20,2025-03-26
T02926,PO02926,2024-02-24,V0058,E0056,Marketing,Construction,open_tender,154372.88,6,100000,INV02926,2024-03-20,2024-04-03
T02927,PO02927,2024-05-20,V0047,E0003,Marketing,Spare Parts,open_tender,5330.28,7,25000,INV02927,2024-06-17,2024-08-09
T02929,PO02929,2023-08-12,V0146,E0027,Maintenance,Software Licenses,open_tender,10978.95,6,100000,INV02929,2023-09-22,2023-11-07
T02930,PO02930,2024-02-22,V0103,E0009,Facilities,Security Services,open_tender,16093.98,3,500000,INV02930,2024-03-07,2024-03-19
T02931,PO02931,2023-12-04,V0162,E0006,IT,Construction,open_tender,68990.99,5,500000,INV02931,2024-01-15,2024-02-14
T02932,PO02932,2025-09-08,V0190,E0042,IT,Raw Materials,limited_tender,44372.5,3,500000,INV02932,2025-10-10,2025-11-07
T02933,PO02933,2025-07-19,V0277,E0059,Facilities,Transport,open_tender,7972.84,7,25000,INV02933,2025-07-24,2025-09-10
T02934,PO02934,2024-11-19,V0078,E0014,IT,Security Services,open_tender,37666.65,6,25000,INV02934,2024-12-03,2024-12-16
T02935,PO02935,2025-12-16,V0252,E0059,Facilities,Security Services,open_tender,3619.87,3,25000,INV02935,2026-01-17,2026-03-16
T02936,PO02936,2024-10-22,V0067,E0000,Production,Cleaning Services,open_tender,4048.41,4,100000,INV02936,2024-11-19,2025-01-09
T02937,PO02937,2025-11-06,V0239,E0015,Marketing,Transport,open_tender,7381.87,4,100000,INV02937,2025-11-24,2025-12-06
T02938,PO02938,2026-04-27,V0002,E0010,Admin,Cleaning Services,open_tender,4566.18,3,100000,INV02938,2026-05-15,2026-06-11
T02939,PO02939,2025-11-23,V0242,E0005,Maintenance,Raw Materials,open_tender,33652.59,3,25000,INV02939,2025-12-13,2026-02-02
T02940,PO02940,2024-08-01,V0092,E0003,Marketing,Transport,single_source,23087.77,1,25000,INV02940,2024-09-07,2024-10-17
T02941,PO02941,2026-02-04,V0192,E0052,Production,Cleaning Services,open_tender,15485.27,5,100000,INV02941,2026-03-14,2026-05-01
T02942,PO02942,2023-12-27,V0212,E0053,Admin,Raw Materials,open_tender,69275.71,4,500000,INV02942,2024-01-20,2024-03-08
T02943,PO02943,2025-12-21,V0002,E0019,IT,Cleaning Services,open_tender,32567.24,5,500000,INV02943,2026-01-27,2026-02-25
T02944,PO02944,2025-06-19,V0056,E0044,R&D,Cleaning Services,open_tender,3494.68,7,100000,INV02944,2025-06-27,2025-07-12
T02945,PO02945,2024-04-26,V0019,E0005,Maintenance,Spare Parts,open_tender,9906.39,3,25000,INV02945,2024-05-12,2024-06-17
T02946,PO02946,2025-03-11,V0249,E0028,Marketing,Raw Materials,open_tender,21746.03,7,25000,INV02946,2025-04-08,2025-05-01
T02947,PO02947,2026-06-27,V0283,E0008,Marketing,Security Services,open_tender,5483.07,5,25000,INV02947,2026-08-04,2026-09-14
T02948,PO02948,2024-04-05,V0036,E0009,Facilities,Security Services,open_tender,11000.0,5,500000,INV02948,2024-04-18,2024-05-01
T02949,PO02949,2026-02-14,V0013,E0024,Production,Consulting Services,limited_tender,35138.19,2,25000,INV02949,2026-03-09,2026-04-22
T02950,PO02950,2025-12-26,V0201,E0040,IT,Spare Parts,limited_tender,4777.66,3,25000,INV02950,2026-02-03,2026-02-23
T02951,PO02951,2023-07-02,V0034,E0029,Production,Cleaning Services,limited_tender,9874.87,3,25000,INV02951,2023-07-19,2023-08-14
T02952,PO02952,2025-01-30,V0101,E0009,Facilities,Transport,limited_tender,11801.42,3,500000,INV02952,2025-03-12,2025-03-23
T02953,PO02953,2025-01-01,V0107,E0033,Facilities,Office Supplies,limited_tender,2703.58,2,500000,INV02953,2025-01-21,2025-02-13
T02954,PO02954,2024-07-30,V0150,E0031,Admin,Raw Materials,open_tender,11000.0,4,500000,INV02954,2024-08-17,2024-09-28
T02955,PO02955,2026-06-10,V0103,E0056,Marketing,Security Services,open_tender,16394.33,3,100000,INV02955,2026-07-05,2026-07-21
T02956,PO02956,2024-05-02,V0183,E0033,Facilities,Office Supplies,single_source,14960.82,1,500000,INV02956,2024-06-02,2024-07-13
T02957,PO02957,2025-03-22,V0124,E0043,Admin,Construction,limited_tender,35782.97,2,25000,INV02957,2025-04-01,2025-05-19
T02958,PO02958,2024-01-06,V0165,E0034,Marketing,Raw Materials,open_tender,119772.75,4,500000,INV02958,2024-02-14,2024-03-15
T02959,PO02959,2024-02-11,V0017,E0006,IT,Transport,single_source,66572.45,1,500000,INV02959,2024-03-06,2024-04-04
T02960,PO02960,2024-08-02,V0211,E0047,Logistics,Construction,open_tender,281413.64,7,25000,INV02960,2024-09-10,2024-10-23
T02961,PO02961,2024-04-07,V0103,E0001,R&D,Security Services,limited_tender,9798.33,3,500000,INV02961,2024-05-12,2024-06-06
T02962,PO02962,2026-04-07,V0286,E0051,Maintenance,Office Supplies,open_tender,4419.81,6,25000,INV02962,2026-04-16,2026-05-04
T02963,PO02963,2025-07-31,V0109,E0011,R&D,Spare Parts,open_tender,1154.36,7,500000,INV02963,2025-08-17,2025-08-28
T02964,PO02964,2025-08-30,V0118,E0035,Facilities,Office Supplies,limited_tender,3612.51,3,500000,INV02964,2025-09-07,2025-09-20
T02965,PO02965,2026-02-15,V0133,E0010,Admin,Cleaning Services,limited_tender,3346.46,2,100000,INV02965,2026-02-27,2026-03-26
T02966,PO02966,2024-07-31,V0110,E0043,Admin,Transport,limited_tender,14105.0,2,25000,INV02966,2024-08-24,2024-10-22
T02967,PO02967,2025-07-22,V0299,E0022,Admin,Construction,open_tender,60882.22,3,100000,INV02967,2025-09-02,2025-09-25
T02968,PO02968,2023-09-17,V0230,E0035,Facilities,Hardware,open_tender,20756.15,5,500000,INV02968,2023-10-23,2023-11-30
T02969,PO02969,2025-12-27,V0128,E0010,Admin,Consulting Services,limited_tender,51000.0,2,100000,INV02969,2026-01-01,2026-02-02
T02970,PO02970,2026-02-07,V0122,E0010,Admin,Hardware,open_tender,8948.13,7,100000,INV02970,2026-03-13,2026-03-24
